Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Disney's A Christmas Carol,DS,2009,Adventure,66,6.5,E
NBA Live 15,PS4,2014,Sports,59,5.6,E
NASCAR Thunder 2004,XB,2003,Racing,85,9.1,E
Buffy the Vampire Slayer,XB,2002,Action,79,9.1,T
Harry Potter and the Goblet of Fire,XB,2005,Action,68,5.8,E10+
Sands of Destruction,DS,2008,Role-Playing,63,7.9,T
Harry Potter and the Goblet of Fire,DS,2005,Action,68,6.0,E
Viva Pinata: Party Animals,X360,2007,Misc,56,6.2,E
World Series Baseball,XB,2002,Sports,85,8.8,E
Test Drive: Eve of Destruction,PS2,2004,Racing,73,9.1,T
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,64,7.5,T
Hatsune Miku: Project Diva f,PSV,2012,Misc,81,8.0,T
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,77,7.5,T
Jeremy McGrath Supercross World,PS2,2001,Racing,35,3.4,T
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,47,7.2,T
The Club,PS3,2008,Shooter,72,6.5,M
Meteos,DS,2005,Puzzle,88,7.5,E
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,75,7.8,T
Tom Clancy's Splinter Cell,GC,2003,Action,89,8.7,T
Virtua Tennis 4,X360,2011,Sports,70,6.2,E
ESPN NHL Hockey,PS2,2003,Sports,90,7.0,E
DiRT Showdown,X360,2012,Racing,75,6.4,E10+
The Incredible Hulk: Ultimate Destruction,XB,2005,Action,84,8.0,T
XCOM 2,PC,2016,Strategy,88,7.1,T
Cross Edge,PS3,2008,Role-Playing,52,7.2,T
The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,58,7.8,T
Looney Tunes: Acme Arsenal,Wii,2007,Action,27,5.1,E10+
Madagascar: Escape 2 Africa,PS3,2008,Action,58,6.8,E10+
NBA 2K6,X360,2005,Action,81,8.6,E
NASCAR 08,PS3,2007,Racing,57,5.0,E
Mafia,XB,2004,Action,66,7.7,M
Grand Slam Tennis 2,PS3,2012,Sports,73,5.2,E
Dynasty Warriors: Strikeforce,X360,2009,Action,59,5.7,T
Airblade,PS2,2001,Sports,70,5.8,T
Epic Mickey 2: The Power of Two,WiiU,2012,Action,57,5.6,E
Carnival Island,PS3,2011,Misc,66,5.2,E
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,79,6.9,M
Genji: Dawn of the Samurai,PS2,2005,Action,74,8.3,M
The Italian Job,PS2,2003,Racing,55,6.3,T
TrackMania: Build to Race,Wii,2010,Racing,74,6.8,E
Ultimate Band,Wii,2008,Misc,59,5.5,E10+
Freedom Fighters,XB,2003,Shooter,82,8.2,T
Soldier of Fortune II: Double Helix,XB,2003,Shooter,61,6.5,M
Lunar Knights,DS,2006,Role-Playing,82,7.8,E10+
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,87,7.1,T
WWE All Stars,3DS,2011,Fighting,71,7.4,T
Mortal Kombat: Armageddon,Wii,2007,Fighting,71,8.4,M
Madden NFL 13,WiiU,2012,Sports,75,6.7,E
Transformers: Devastation,PS4,2015,Action,77,7.5,T
BlowOut,PS2,2003,Shooter,58,6.2,T
NFL Blitz Pro,PS2,2003,Sports,73,8.5,E
Tiger Woods PGA Tour 2003,GC,2002,Sports,90,8.0,E
Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,73,8.1,E
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,87,8.2,T
Toukiden Kiwami,PSV,2014,Action,82,8.6,T
SSX On Tour,PSP,2005,Sports,79,8.1,E
Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,55,7.9,E10+
Ys Seven,PSP,2009,Role-Playing,79,8.5,T
Lumines: Electronic Symphony,PSV,2012,Misc,83,7.8,E
Tony Hawk's Proving Ground,DS,2007,Sports,79,6.7,E10+
The Polar Express,PS2,2004,Adventure,39,4.3,E
AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,63,4.9,T
Valhalla Knights 2,PSP,2008,Role-Playing,50,5.4,E10+
Spec Ops: The Line,PC,2012,Shooter,76,8.2,M
NBA ShootOut 2003,PS2,2002,Sports,62,5.9,E
Need For Speed: Undercover,DS,2008,Racing,59,6.7,E10+
Rogue Ops,PS2,2003,Action,61,9.2,M
Killer is Dead,PS3,2013,Action,64,7.9,M
F1 2014,X360,2014,Racing,64,4.1,E
Legion: The Legend of Excalibur,PS2,2002,Action,51,7.0,M
Spartan: Total Warrior,PS2,2005,Action,74,8.4,M
Justice League Heroes,PSP,2006,Role-Playing,72,7.8,T
Conflict: Vietnam,XB,2004,Shooter,60,7.3,M
Whirl Tour,PS2,2002,Sports,58,7.0,E
NBA Street: Showdown,PSP,2005,Sports,75,8.5,E
pro evolution soccer 2011,Wii,2010,Sports,78,5.4,E
Skies of Arcadia Legends,GC,2002,Role-Playing,84,9.2,T
Breath of Fire,GBA,2001,Role-Playing,79,8.8,E
Risen 2: Dark Waters,PC,2012,Role-Playing,69,5.6,M
NCAA Football 2005,GC,2004,Sports,88,9.0,E
Hamtaro: Ham-Ham Games,GBA,2004,Sports,77,7.8,E
Soul Sacrifice Delta,PSV,2014,Action,82,8.4,M
NASCAR 2011: The Game,Wii,2011,Racing,42,3.1,E
Spider-Man: Edge of Time,PS3,2011,Action,58,7.2,T
Ride,PS4,2015,Racing,66,7.0,E
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,54,6.1,T
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,61,8.0,T
FaceBreaker K.O. Party,Wii,2008,Fighting,61,5.6,T
Dino Stalker,PS2,2002,Shooter,50,6.3,M
Mega Man Zero 3,GBA,2004,Platform,77,9.0,E
Super Swing Golf,Wii,2006,Sports,72,7.8,E10+
G-Force,PS3,2009,Action,68,7.6,E10+
Luminous Arc 2,DS,2008,Role-Playing,73,7.7,T
Shinobi,3DS,2011,Platform,69,7.3,T
Tony Hawk's Downhill Jam,DS,2006,Sports,76,7.0,E
Risen 2: Dark Waters,PS3,2012,Role-Playing,47,5.2,M
Age of Empires: The Age of Kings,DS,2006,Strategy,80,7.9,E10+
MotoGP 09/10,PS3,2010,Racing,70,5.4,E
The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,67,8.5,T
Dinosaur King,DS,2007,Strategy,61,8.0,E
The Suffering,XB,2004,Action,77,8.8,M
Tetris Worlds,GC,2002,Puzzle,47,5.6,E
The Sims 4: Get Together,PC,2015,Simulation,72,7.3,T
Viewtiful Joe 2,GC,2004,Action,86,8.3,T
Child of Eden,PS3,2011,Shooter,81,7.8,E10+
Touch the Dead,DS,2007,Shooter,56,5.6,M
Nickelodeon Party Blast,XB,2002,Misc,19,4.3,E
Jackass the Game,PSP,2007,Action,58,7.0,M
Ragnarok DS,DS,2008,Role-Playing,53,5.8,E10+
Shellshock: Nam '67,XB,2004,Shooter,58,7.0,M
Magna Carta: Tears of Blood,PS2,2004,Role-Playing,66,7.0,T
All-Star Baseball 2002,GC,2001,Sports,66,5.6,E
Capcom vs. SNK,DC,2000,Fighting,80,9.0,T
Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,82,7.9,E10+
Aliens vs Predator: Requiem,PSP,2007,Action,49,5.6,T
Dishonored 2,XOne,2016,Action,88,6.8,M
Asphalt: Injection,PSV,2011,Action,49,4.8,E10+
From Russia With Love,GC,2005,Action,70,8.5,T
Guitar Hero: Smash Hits,PS2,2009,Misc,69,8.3,T
NBA Live 09 All-Play,Wii,2008,Sports,51,5.9,E
NFL Quarterback Club 2002,PS2,2001,Sports,67,7.8,E
NCAA Basketball 09,X360,2008,Sports,70,5.6,E
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,78,8.0,T
Lords of the Fallen,XOne,2014,Role-Playing,71,6.7,M
LEGO The Lord of the Rings,PC,2012,Action,80,8.2,E10+
Growlanser: Heritage of War,PS2,2006,Role-Playing,60,7.9,T
Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,61,8.3,E10+
Rugby 2004,PS2,2003,Sports,61,6.8,E
Senran Kagura 2: Deep Crimson ,3DS,2014,Action,58,6.8,M
NBA 06,PSP,2005,Sports,72,5.4,E
KORG DS-10 Synthesizer,DS,2008,Misc,82,8.2,E
Naruto: Ninja Council,GBA,2003,Action,60,7.1,E10+
Tropico 3,X360,2009,Strategy,75,6.6,T
Deadly Creatures,Wii,2009,Action,72,8.8,T
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,62,7.3,T
Dead Island,PC,2011,Action,80,6.8,M
NFL 2K3,GC,2002,Sports,92,8.3,E
Hunted: The Demon's Forge,X360,2011,Action,61,6.0,M
Britney's Dance Beat,GBA,2002,Misc,53,7.4,E
Shrek SuperSlam,GC,2005,Action,70,7.8,E10+
Full Auto,X360,2006,Shooter,70,7.8,T
Herdy Gerdy,PS2,2002,Adventure,69,5.0,E
Afrika,PS3,2008,Adventure,63,6.2,E10+
Over G Fighters,X360,2006,Simulation,49,6.0,T
Angry Birds Star Wars,PS4,2013,Strategy,47,2.0,E
Hot Shots Tennis: Get a Grip,PSP,2010,Sports,80,8.0,E
Star Wars: The Force Unleashed II,DS,2010,Action,43,4.0,T
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,52,6.8,E
Crash 'N' Burn,PS2,2004,Racing,63,8.0,T
NBA,PSP,2005,Sports,57,6.9,E
Disaster Report,PS2,2002,Action,66,8.0,T
Armored Core V,X360,2012,Simulation,68,7.2,T
College Hoops 2K7,X360,2006,Sports,82,8.2,E
Rampage: Total Destruction,Wii,2006,Action,46,5.6,E10+
The Bard's Tale,PS2,2004,Role-Playing,76,8.6,T
Robotech: The Macross Saga,GBA,2002,Shooter,61,6.5,E
Conflict Zone,PS2,2002,Strategy,47,7.4,T
Code Name: S.T.E.A.M.,3DS,2015,Strategy,69,7.7,T
The Bureau: XCOM Declassified,X360,2013,Shooter,68,6.7,M
Star Wars: Battlefront,PC,2004,Shooter,72,3.5,T
BloodRayne,XB,2002,Shooter,76,7.5,M
NHL 2K6,XB,2005,Sports,83,7.5,E10+
Hannah Montana: The Movie,X360,2009,Adventure,25,3.8,E
Tenchu: Return From Darkness,XB,2004,Action,70,7.0,M
World Poker Tour,PS2,2005,Misc,60,8.6,T
Neo Contra,PS2,2004,Shooter,65,7.1,M
MVP Baseball,PSP,2005,Sports,67,7.7,E
Tony Hawk's American Sk8land,DS,2005,Sports,84,8.7,E
Viewtiful Joe 2,PS2,2004,Action,85,7.7,T
The BIGS 2,X360,2009,Sports,76,6.2,E10+
Quake III: Revolution,PS2,2001,Shooter,84,7.2,M
Pac-Man World 3,PS2,2005,Platform,63,5.2,E
50 Cent: Blood on the Sand,X360,2009,Shooter,71,6.4,M
Journey,PS3,2012,Adventure,92,8.8,E
SBK X: Superbike World Championship,PS3,2010,Racing,73,7.5,E10+
Dragon Ball: Fusions,3DS,2016,Role-Playing,68,7.6,T
Madden NFL 07,DS,2006,Sports,70,6.5,E
HBO Boxing,PS,2000,Fighting,26,4.0,E
Bass Pro Shops: The Strike,X360,2009,Sports,63,5.8,E
Darkwatch,XB,2005,Shooter,75,8.1,M
Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,74,8.1,T
Maximo vs Army of Zin,PS2,2003,Platform,83,7.8,T
Assassin's Creed Syndicate,PC,2015,Action,74,5.9,M
Summoner 2,PS2,2002,Role-Playing,76,8.3,T
Shadow of Destiny,PS2,2001,Adventure,78,8.2,T
Ninja Gaiden: Dragon Sword,DS,2008,Action,83,7.8,T
Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,65,8.4,T
World of Final Fantasy,PSV,2016,Role-Playing,77,8.6,E10+
Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,72,8.4,M
Pro Evolution Soccer 2012,Wii,2011,Action,79,7.0,E
The Legend of Spyro: The Eternal Night,Wii,2007,Platform,60,6.4,E10+
The Wolf Among Us,PS4,2014,Adventure,83,8.4,M
Cursed Mountain,Wii,2009,Adventure,67,7.6,M
Age of Empires: Mythologies,DS,2008,Strategy,78,6.9,E10+
SBK Superbike World Championship,X360,2008,Racing,63,8.0,E10+
Bionicle,GC,2003,Action,47,4.2,E
Heroes of Ruin,3DS,2012,Role-Playing,69,7.4,T
A Boy and His Blob,Wii,2009,Platform,80,8.7,E
Baja: Edge of Control,PS3,2008,Racing,61,5.0,E
G.I. Joe: The Rise of Cobra,PS3,2009,Action,43,4.8,T
UFC Undisputed 2010,PSP,2010,Fighting,74,7.0,T
World Series of Poker,PSP,2005,Misc,37,6.4,E10+
Rayman Raving Rabbids,X360,2007,Misc,67,7.3,E
Deus Ex: The Conspiracy,PS2,2002,Action,81,8.9,M
Unreal II: The Awakening,XB,2004,Shooter,64,5.3,M
Rumble Racing,PS2,2001,Racing,85,8.2,E
Spider-Man: Web of Shadows,PS2,2008,Action,69,4.1,E10+
Vampire Rain,X360,2007,Action,38,2.9,M
Batman Begins,XB,2005,Action,65,7.1,T
NBA Live 15,XOne,2014,Sports,53,6.8,E
JSRF: Jet Set Radio Future,XB,2002,Action,88,8.2,T
NHL Hitz 20-02,GC,2001,Sports,79,8.7,E
Way of the Samurai 3,X360,2009,Action,55,6.8,M
NCAA Football 2003,GC,2002,Sports,91,8.1,E
Hitman: HD Trilogy,PS3,2013,Action,71,7.6,M
J Stars Victory Vs.,PSV,2014,Fighting,74,7.9,T
de Blob 2,PS3,2011,Platform,74,7.1,E10+
ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,64,7.9,T
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,76,8.0,E10+
Project: Snowblind,PS2,2005,Action,78,8.3,T
Prison Break: The Conspiracy,X360,2010,Action,40,4.7,T
You Don't Know Jack,Wii,2011,Misc,81,7.7,T
Mortal Kombat: Special Forces,PS,2000,Fighting,28,2.4,M
Mega Man Legacy Collection,3DS,2016,Platform,77,7.1,E
The Last Airbender,Wii,2010,Action,53,6.6,T
NCAA March Madness 07,X360,2007,Sports,67,7.1,E
StokEd,X360,2009,Sports,68,8.6,T
Evil Dead: Regeneration,PS2,2005,Action,68,8.5,M
Defiance,PC,2013,Shooter,64,6.5,M
NHL 2003,XB,2002,Sports,80,7.9,E
Tiger Woods PGA Tour,PSP,2005,Sports,78,7.4,E
NHL 2K3,PS2,2002,Sports,89,7.8,E
You Don't Know Jack,X360,2011,Misc,82,7.9,T
Final Fight One,GBA,2001,Fighting,82,7.8,E
Tony Hawk's Pro Skater 5,PS4,2015,Sports,32,1.5,T
MLB 10: The Show,PSP,2010,Sports,79,6.6,E
Gallop Racer 2003: A New Breed,PS2,2002,Sports,68,8.5,E
Frogger 3D,3DS,2011,Action,54,5.5,E
Blue Dragon Plus,DS,2008,Role-Playing,69,6.5,E
BeyBlade VForce: Super Tournament Battle,GC,2002,Action,33,7.5,E
Dead to Rights: Retribution,X360,2010,Shooter,61,7.0,M
Dragon Ball Z: Sagas,GC,2005,Fighting,48,6.6,T
X2: Wolverine's Revenge,XB,2003,Platform,58,6.4,T
Power Rangers: Wild Force,GBA,2002,Action,55,6.9,E
Tenchu: Shadow Assassins,Wii,2008,Action,70,7.8,M
Lost Planet 3,PS3,2013,Shooter,61,5.5,T
Beyblade G-Revolution,GBA,2004,Action,40,7.8,E
Capcom Fighting Evolution,PS2,2004,Fighting,57,4.8,T
Assassin's Creed The Ezio Collection,PS4,2016,Action,72,7.4,M
God of War Collection,PSV,2014,Action,73,7.4,M
Anarchy Reigns,PS3,2012,Action,71,8.2,M
Mobile Suit Gundam: Crossfire,PS3,2006,Simulation,33,5.1,T
Suikoden Tactics,PS2,2005,Strategy,68,8.6,T
NCAA March Madness 06,XB,2005,Sports,76,7.2,E
Sniper: Ghost Warrior 2,X360,2013,Shooter,52,5.7,M
EVE Online,PC,2003,Role-Playing,69,7.5,T
Phantasy Star Online,DC,2000,Role-Playing,89,9.1,T
Crazy Taxi 3: High Roller,XB,2002,Racing,69,8.5,T
Midnight Club 3: DUB Edition Remix,XB,2006,Racing,87,5.3,E10+
Thrillville,PSP,2006,Strategy,72,2.8,E10+
"Warhammer 40,000: Space Marine",PC,2011,Shooter,74,7.4,M
The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,67,8.5,T
Disney's Planes,WiiU,2013,Simulation,51,5.3,E
MLB SlugFest 20-03,XB,2002,Sports,79,7.8,E
The Con,PSP,2005,Fighting,63,7.3,T
Pitfall: The Lost Expedition,PS2,2004,Platform,70,8.9,E
Need for Speed Carbon: Own the City,DS,2006,Racing,70,7.5,E
Enchanted Arms,PS3,2007,Role-Playing,64,5.9,T
Le Mans 24 Hours,PS2,2001,Racing,75,7.6,E
The Witch and the Hundred Knight,PS3,2013,Role-Playing,53,7.5,T
Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,57,6.2,E
Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,82,9.2,E
X2: Wolverine's Revenge,GBA,2003,Platform,72,7.2,E
NBA 2K2,XB,2002,Sports,90,7.6,E
Code of Princess,3DS,2012,Action,67,7.6,T
Major League Baseball 2K11,PS3,2011,Sports,72,6.3,E
Dark Messiah of Might and Magic Elements,X360,2008,Role-Playing,52,7.0,M
Planet 51,Wii,2009,Action,53,5.8,E
Dead to Rights II,PS2,2005,Shooter,51,5.3,M
FIFA 16,PC,2015,Sports,81,4.4,E
NBA Live 14,XOne,2013,Sports,36,3.1,E
Kung Fu Rider,PS3,2010,Action,36,3.7,E10+
DarkStar One: Broken Alliance,X360,2010,Simulation,63,7.2,T
Dragon Ball: Xenoverse 2,XOne,2016,Action,73,7.3,T
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,87,8.2,T
Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,70,8.6,E
Body and Brain Connection,X360,2010,Misc,57,4.8,E
Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,65,7.3,E10+
Warriors Orochi,PSP,2008,Action,62,6.6,T
MVP Baseball 2003,XB,2003,Sports,82,9.0,E
Monster Jam,X360,2007,Racing,43,6.4,E
Infinite Space,DS,2009,Role-Playing,75,9.0,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,72,6.0,T
NBA 07,PSP,2006,Sports,68,7.0,E
Two Worlds II,PC,2011,Role-Playing,76,6.5,M
IHRA Drag Racing 2004,XB,2003,Racing,40,7.4,E
The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,86,7.7,T
Clive Barker's Jericho,PS3,2007,Shooter,60,7.1,M
Tekken 3D: Prime Edition,3DS,2012,Fighting,64,5.9,T
Marvel: Ultimate Alliance 2,DS,2009,Role-Playing,65,6.7,E10+
Front Mission Evolved,X360,2010,Shooter,58,6.1,T
From Russia With Love,XB,2005,Action,71,8.8,T
Apache: Air Assault,PS3,2010,Simulation,66,6.1,T
Dying Light,PC,2015,Action,75,7.9,M
Grandia II,DC,2000,Role-Playing,90,8.8,T
Ridge Racer 6,X360,2005,Racing,74,7.1,E
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,53,7.0,E10+
Zone of the Enders HD Collection,X360,2012,Simulation,75,8.8,M
Record of Agarest War,X360,2008,Role-Playing,71,7.0,T
Gladius,PS2,2003,Strategy,78,8.0,T
Earth Defense Force: Insect Armageddon,PS3,2011,Shooter,63,7.0,T
Dave Mirra Freestyle BMX 2,XB,2001,Sports,76,8.2,T
SpongeBob SquarePants: Revenge of the Flying Dutchman,GC,2002,Platform,66,8.3,E
Taiko Drum Master,PS2,2004,Misc,77,8.1,E
Dungeon Hunter Alliance,PSV,2012,Action,49,6.4,T
Forgotten Realms: Demon Stone,PS2,2004,Action,71,6.8,T
Soldier of Fortune: Payback,X360,2007,Shooter,50,5.6,M
Afro Samurai,PS3,2009,Action,65,6.1,M
Silent Hill: Book of Memories,PSV,2012,Action,58,5.1,M
Playboy: The Mansion,PS2,2005,Simulation,59,7.5,M
Baja: Edge of Control,X360,2008,Racing,65,7.1,E
Tiger Woods PGA Tour 06,PSP,2005,Sports,80,7.9,E
Bleach: The 3rd Phantom,DS,2008,Role-Playing,59,8.0,T
MC Groovz Dance Craze,GC,2004,Misc,42,6.8,E
The Thing,XB,2002,Adventure,78,6.6,M
Untold Legends: Dark Kingdom,PS3,2006,Role-Playing,58,7.2,T
Plants vs. Zombies,PS3,2011,Strategy,85,7.9,E10+
Baldur's Gate: Dark Alliance,XB,2002,Role-Playing,83,8.3,T
Prince of Persia: Warrior Within,GC,2004,Action,83,8.6,M
Warriors Orochi,X360,2007,Action,53,7.4,T
Predator: Concrete Jungle,PS2,2005,Action,47,8.8,M
Arcana Heart 3,PS3,2011,Fighting,73,7.5,T
X-Men Origins: Wolverine,DS,2009,Action,55,8.1,E10+
Big Mutha Truckers 2,PS2,2005,Racing,51,2.1,M
Armored Core 4,PS3,2006,Simulation,65,6.8,T
Solatorobo: Red the Hunter,DS,2010,Role-Playing,76,7.9,E10+
NHL FaceOff 2001,PS2,2001,Sports,57,4.0,E
Mana Khemia 2: Fall of Alchemy,PS2,2008,Role-Playing,70,8.2,T
The Great Escape,PS2,2003,Action,57,8.0,T
Castlevania: Lords of Shadow 2,PS3,2014,Action,63,7.8,M
Big Mutha Truckers,XB,2002,Racing,59,4.3,T
Way of the Samurai 4,PS3,2011,Action,58,6.5,M
The Hobbit,GBA,2003,Platform,67,9.2,E
The King of Fighters XI,PS2,2006,Fighting,75,8.5,T
Tom Clancy's Splinter Cell: Essentials,PSP,2006,Shooter,58,7.5,M
Major League Baseball 2K12,PS3,2012,Sports,68,4.4,E
Family Guy,PSP,2006,Action,51,6.3,M
Sniper Elite,PS2,2005,Shooter,76,8.9,M
Harry Potter and the Goblet of Fire,PSP,2005,Action,70,7.4,E10+
Breath of Fire II,GBA,2001,Role-Playing,81,8.8,E
UFC Personal Trainer: The Ultimate Fitness System,PS3,2011,Sports,65,2.4,E
Conan,X360,2007,Action,69,7.3,M
No More Heroes: Heroes' Paradise,PS3,2010,Action,72,7.3,M
Aliens vs Predator,PC,2010,Shooter,68,7.4,M
Captain America: Super Soldier,PS3,2011,Action,61,7.3,T
Manhunt,XB,2004,Action,74,7.9,M
NCAA Final Four 2003,PS2,2002,Sports,57,6.0,E
Dynasty Warriors: Gundam 2,X360,2008,Action,49,7.0,T
Bound By Flame,PS4,2014,Role-Playing,53,5.9,M
Spectrobes: Origins,Wii,2009,Role-Playing,71,8.4,E10+
DanceMasters,X360,2010,Misc,63,5.9,E10+
Breath of Fire: Dragon Quarter,PS2,2002,Role-Playing,78,6.9,T
Shiren the Wanderer,Wii,2008,Role-Playing,71,7.6,T
LEGO Marvel's Avengers,3DS,2016,Action,60,7.1,E10+
Spore Hero Arena,DS,2009,Simulation,49,2.6,E
Disney's Magical Mirror Starring Mickey Mouse,GC,2002,Adventure,50,8.9,E
Enchanted Arms,X360,2006,Role-Playing,69,6.9,T
Conflict: Denied Ops,X360,2008,Shooter,52,4.9,M
Mafia III,PC,2016,Action,63,3.2,M
Mace Griffin: Bounty Hunter,PS2,2003,Shooter,62,8.3,M
Legacy of Kain: Defiance,XB,2003,Action,74,7.9,M
Final Fantasy XI,X360,2006,Role-Playing,66,6.5,T
Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,56,6.4,T
Fighter Within,XOne,2013,Fighting,23,3.0,T
Aliens versus Predator: Extinction,PS2,2003,Strategy,66,8.4,T
Shrek: Forever After,PS3,2010,Platform,57,4.5,E10+
X-Men Origins: Wolverine,PSP,2009,Action,60,7.5,T
NHL Hitz Pro,PS2,2003,Sports,79,8.9,E
Space Invaders Extreme 2,DS,2009,Shooter,82,7.1,E
Need for Speed: The Run,3DS,2011,Action,65,6.0,E10+
Supreme Commander 2,PC,2010,Strategy,77,6.2,E10+
Quantum Theory,PS3,2010,Shooter,43,5.3,M
Dawn of Discovery,Wii,2009,Simulation,81,8.5,E10+
Guitar Hero Live,WiiU,2015,Misc,84,6.1,T
Frequency,PS2,2001,Misc,83,9.0,E
Dynasty Warriors 8: Empires,PS4,2014,Action,63,7.5,T
2002 FIFA World Cup,XB,2002,Sports,79,9.0,E
SpongeBob SquigglePants 3D,3DS,2011,Misc,64,6.0,E
Sudeki,XB,2004,Role-Playing,72,8.4,M
Majin and the Forsaken Kingdom,X360,2010,Adventure,74,8.1,T
Silent Hill HD Collection,X360,2012,Action,69,5.6,M
Arc Rise Fantasia,Wii,2009,Role-Playing,64,7.8,T
South Park: The Stick of Truth,PC,2014,Role-Playing,85,8.6,M
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,49,4.6,T
MLB 12: The Show,PSV,2012,Sports,76,7.8,E
NBA 2K11,PC,2010,Action,82,8.6,E
WWE All Stars,Wii,2011,Fighting,68,7.0,T
Naruto: Ninja Destiny,DS,2006,Fighting,61,4.4,T
FaceBreaker,X360,2008,Fighting,54,6.3,T
Spider-Man: Shattered Dimensions,DS,2010,Action,73,7.0,E10+
Lunar Legend,GBA,2002,Role-Playing,79,7.8,E
Conflict: Global Terror,PS2,2005,Shooter,62,8.5,M
Dante's Inferno,PSP,2010,Action,70,8.1,M
Injustice: Gods Among Us,WiiU,2013,Fighting,82,7.9,T
Tomb Raider: Underworld,DS,2008,Action,70,8.4,T
Death Jr.,PSP,2005,Platform,61,7.3,T
Hulk,GC,2003,Action,71,7.4,T
Phantasy Star Universe,PS2,2006,Role-Playing,68,8.5,T
Gungrave,PS2,2002,Shooter,65,8.6,M
Transworld Surf,PS2,2002,Sports,76,8.5,T
Tenchu: Fatal Shadows,PS2,2004,Action,58,8.0,M
50 Cent: Blood on the Sand,PS3,2009,Shooter,72,7.2,M
Metro: Last Light,PC,2013,Action,82,8.6,M
Evolve,PC,2015,Shooter,77,4.3,M
Resident Evil: Revelations,WiiU,2013,Action,80,7.5,M
The Legend of Spyro: A New Beginning,GC,2006,Platform,67,7.3,E10+
Armored Core: For Answer,PS3,2008,Simulation,62,7.6,T
Harry Potter and the Prisoner of Azkaban,XB,2004,Action,67,8.8,E
Street Fighter X Tekken,PSV,2012,Fighting,79,7.5,T
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,80,7.3,T
Rise of the Kasai,PS2,2005,Action,68,8.0,M
Risen,X360,2009,Role-Playing,60,6.4,M
Nostalgia,DS,2008,Role-Playing,72,7.6,E10+
Dynasty Warriors Gundam,X360,2007,Action,55,6.8,T
Chibi-Robo! Park Patrol,DS,2007,Adventure,78,7.5,E
Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,82,7.4,M
One Piece: Unlimited Adventure,Wii,2007,Adventure,67,8.5,T
Shaun White Skateboarding,PS3,2010,Sports,61,6.5,T
Conflict: Denied Ops,PS3,2008,Shooter,51,3.1,M
Binary Domain,X360,2012,Action,74,8.0,M
Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,67,7.3,E10+
Robin Hood: Defender of the Crown,PS2,2003,Strategy,59,5.6,T
R-Type Final,PS2,2003,Shooter,79,9.1,E
Bolt,PS3,2008,Adventure,59,6.8,E10+
Sega GT 2002,XB,2002,Racing,82,8.2,E
F1 2011,PC,2011,Racing,83,7.2,E
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,68,8.1,E10+
Samurai Warriors 2: Empires,PS2,2006,Action,55,7.3,T
Blood Omen 2,XB,2002,Action,76,9.0,M
Earth Defense Force: Insect Armageddon,X360,2011,Shooter,68,8.2,T
Major League Baseball 2K10,PS3,2010,Sports,74,5.3,E
Saints Row IV,PC,2013,Action,86,7.4,M
Harry Potter: Quidditch World Cup,XB,2003,Sports,69,7.5,E
Dance Central: Spotlight,XOne,2014,Misc,74,7.0,T
