Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
Raving Rabbids: Travel in Time,Wii,2010,Adventure,62,7.6,E10+
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,81,7.9,T
MVP 06 NCAA Baseball,PS2,2006,Sports,76,9.0,E
Turok,X360,2008,Action,69,7.1,M
Coded Arms,PSP,2005,Shooter,59,6.5,T
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,80,6.9,E10+
The Lord of the Rings: Conquest,PS3,2009,Action,54,7.1,T
Band Hero,PS3,2009,Misc,76,5.7,E10+
Burnout,PS2,2001,Racing,79,7.7,E
Spectrobes,DS,2007,Role-Playing,63,7.9,E
The Godfather II,PS3,2009,Action,67,7.2,M
Mortal Kombat: Unchained,PSP,2006,Fighting,70,8.8,M
Need for Speed: Shift,PSP,2009,Racing,69,6.5,E
Dark Souls II,X360,2014,Role-Playing,91,7.9,T
Assassin's Creed: Revelations,PC,2011,Action,80,7.4,M
[Prototype 2],PS3,2012,Action,79,6.8,M
Midnight Club 3: DUB Edition,XB,2005,Racing,84,7.4,E10+
Resident Evil: Revelations,PS3,2013,Action,74,7.2,M
Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,60,7.1,T
Red Faction: Guerrilla,PS3,2009,Shooter,85,8.1,M
Ace Combat: Assault Horizon,PS3,2011,Action,77,6.7,T
Unreal Championship,XB,2002,Shooter,83,8.2,M
Crysis 2,PC,2011,Action,86,6.8,M
Tales of Vesperia,X360,2008,Role-Playing,79,8.2,T
MLB 13: The Show,PS3,2013,Sports,87,7.8,E
LEGO Marvel Super Heroes,WiiU,2013,Action,82,8.0,E10+
Namco Museum Remix,Wii,2007,Misc,49,6.3,E
Sword of Mana,GBA,2003,Role-Playing,72,8.3,E
Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,74,7.3,T
Dragon Age: Inquisition,PC,2014,Role-Playing,85,5.9,M
Resonance of Fate,PS3,2010,Role-Playing,72,8.0,T
Pirates of the Caribbean: At World's End,PS3,2007,Action,55,6.9,T
Tiger Woods PGA Tour 08,PS3,2007,Sports,79,6.6,E
Classic NES Series: Donkey Kong,GBA,2004,Platform,55,4.8,E
Harvest Moon: Animal Parade,Wii,2008,Simulation,76,8.9,E
WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,78,7.7,T
Style Savvy: Trendsetters,3DS,2012,Simulation,76,8.0,E
Final Fantasy XIII-2,X360,2011,Role-Playing,79,6.3,T
Oddworld: Munch's Oddysee,XB,2001,Platform,80,8.7,T
Persona 4: Arena,PS3,2012,Fighting,86,7.7,T
Brink,PS3,2011,Shooter,72,5.8,T
NHL 11,X360,2010,Sports,88,7.7,E10+
NCAA Football 07,X360,2006,Sports,79,6.9,E
Full Spectrum Warrior,XB,2004,Strategy,84,8.7,M
LEGO Marvel's Avengers,PS4,2016,Action,71,7.0,E10+
Katamari Damacy,PS2,2004,Puzzle,86,9.0,E
Just Dance 2015,WiiU,2014,Misc,75,6.6,E10+
LEGO Dimensions,PS4,2015,Action,80,7.1,E10+
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,74,7.1,T
Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,64,8.7,E
James Bond 007: Agent Under Fire,GC,2002,Shooter,74,6.8,T
Harvest Moon DS: Island of Happiness,DS,2007,Simulation,65,7.0,E
Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,73,7.5,E10+
Ultimate Spider-Man,PS2,2005,Action,74,7.9,T
Monopoly Streets,Wii,2010,Misc,65,5.2,E
Total War: Rome II,PC,2013,Strategy,76,4.2,T
NBA Live 08,PS2,2007,Sports,68,6.6,E
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,74,6.7,T
Dead to Rights,XB,2002,Shooter,73,8.9,M
Indiana Jones and the Staff of Kings,Wii,2009,Action,55,7.0,T
Tiger Woods PGA Tour 07,PS2,2006,Sports,79,6.0,E
Major League Baseball 2K7,X360,2007,Sports,79,7.1,E
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,83,8.1,M
MLB 14: The Show,PS4,2014,Sports,83,7.7,E
X-Men: Mutant Academy 2,PS,2001,Fighting,72,8.4,T
Kirby: Canvas Curse,DS,2005,Platform,86,8.2,E
Madden NFL 10,Wii,2009,Sports,77,7.2,E
MLB 09: The Show,PS3,2009,Sports,90,8.1,E
Borderlands: The Pre-Sequel,X360,2014,Shooter,74,6.4,M
Super Monkey Ball Jr.,GBA,2002,Puzzle,82,8.6,E
The Witcher 3: Wild Hunt,PC,2015,Role-Playing,93,9.3,M
F1 2011,X360,2011,Racing,84,7.1,E
Mobile Suit Gundam: Encounters in Space,PS2,2003,Simulation,66,8.5,T
MLB 10: The Show,PS3,2010,Sports,91,8.3,E
MX vs. ATV Reflex,X360,2009,Racing,75,6.6,E
Blur,PS3,2010,Racing,81,8.2,E10+
Battlefield: Bad Company 2,PC,2010,Shooter,87,8.3,M
DiRT 3,X360,2011,Racing,87,7.1,T
The Lord of the Rings: The Two Towers,XB,2002,Action,79,8.1,T
Madden NFL 2003,XB,2002,Sports,92,8.3,E
Skate,X360,2007,Sports,86,8.4,T
XCOM: Enemy Unknown,PC,2012,Strategy,89,8.2,M
Ben 10: Protector of Earth,PSP,2007,Action,60,7.2,E10+
Virtua Fighter 4: Evolution,PS2,2003,Fighting,93,9.0,T
Crysis,PC,2007,Shooter,91,8.0,M
Resident Evil: Survivor,PS,2000,Action,39,7.0,M
The Sims 2: Castaway,DS,2007,Simulation,66,4.0,E
Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,73,7.8,T
Silent Hill 3,PS2,2003,Action,85,8.8,M
Spyro: Enter the Dragonfly,GC,2002,Platform,48,5.1,E
Power Rangers: Dino Thunder,PS2,2004,Action,49,6.2,E
Madden NFL 08,PSP,2007,Sports,75,6.8,E
Madden NFL 09,PSP,2008,Sports,68,6.5,E
NBA Live 09,X360,2008,Sports,77,7.4,E
Dragon Ball: Xenoverse 2,PS4,2016,Action,73,7.8,T
Dynasty Warriors 6,PS3,2007,Action,59,7.3,T
NCAA Football 09,X360,2008,Sports,83,7.7,E
Doom 3: Resurrection of Evil,XB,2005,Shooter,77,7.9,M
SSX,X360,2012,Sports,82,6.4,E
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,2007,Role-Playing,65,5.9,T
Two Worlds,X360,2007,Role-Playing,50,5.5,M
Tony Hawk's Underground,GC,2003,Sports,89,8.5,T
Spider-Man 2,PSP,2005,Action,67,6.9,T
NCAA Football 08,X360,2007,Sports,81,7.8,E
Skylanders: Trap Team,WiiU,2014,Action,86,7.1,E10+
Star Wars: Obi-Wan,XB,2001,Action,58,5.9,T
Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,78,8.4,T
Kill.Switch,PS2,2003,Shooter,73,8.3,T
Catherine,PS3,2011,Adventure,79,8.1,M
SplashDown,PS2,2001,Racing,84,8.2,E
Jade Empire,XB,2005,Role-Playing,89,8.6,M
Infinite Undiscovery,X360,2008,Role-Playing,68,7.0,T
Lego Star Wars: The Force Awakens,PS4,2016,Action,78,7.5,E10+
NHL 12,X360,2011,Sports,86,7.0,E10+
Advance Wars,GBA,2001,Strategy,92,9.0,E
NASCAR 2001,PS2,2000,Racing,66,6.6,E
Mafia,PS2,2004,Action,65,7.6,M
Ape Escape: On the Loose,PSP,2005,Platform,66,6.4,E
Mobile Suit Gundam: Journey to Jaburo,PS2,2000,Simulation,58,8.1,T
MLB 08: The Show,PS3,2008,Sports,85,8.7,E
TimeSplitters 2,PS2,2002,Shooter,90,8.8,T
Omerta: City of Gangsters,X360,2011,Simulation,43,3.3,T
Driver: San Francisco,X360,2011,Racing,80,7.6,T
Classic NES Series: Zelda II: The Adventure of Link,GBA,2004,Adventure,73,7.5,E
James Bond 007: Blood Stone,PS3,2010,Shooter,65,7.4,T
Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,65,7.5,T
LEGO Rock Band,Wii,2009,Misc,70,6.8,E10+
Halo 2 Multiplayer Map Pack,XB,2005,Shooter,89,7.4,M
Mortal Kombat: Shaolin Monks,PS2,2005,Action,77,8.6,M
MotionSports,X360,2010,Sports,40,4.4,T
MX vs. ATV Unleashed: On the Edge,PSP,2006,Racing,68,8.1,E
Mario Pinball Land,GBA,2004,Misc,62,4.9,E
Dragon Ball Z: Budokai,GC,2003,Fighting,65,6.3,T
Plants vs. Zombies: Garden Warfare,XOne,2014,Shooter,76,7.4,E10+
Need for Speed Rivals,XOne,2013,Racing,75,5.8,E10+
The Sims 2: Apartment Pets,DS,2008,Simulation,50,3.3,E
Harry Potter and the Chamber of Secrets,GC,2002,Action,77,8.3,E
Prince of Persia: The Forgotten Sands,PS3,2010,Action,75,7.6,T
The Lord of the Rings: The Return of the King,GC,2003,Action,84,8.5,T
The Sims: Medieval,PC,2011,Simulation,77,6.1,T
Top Spin 4,PS3,2011,Sports,82,7.7,E
Baldur's Gate: Dark Alliance II,PS2,2004,Role-Playing,78,8.7,T
Shark Tale,GBA,2004,Action,63,9.0,E
IL-2 Sturmovik: Birds of Prey,PS3,2009,Simulation,81,7.3,T
NBA Street Vol. 2,XB,2003,Sports,89,8.8,E
MX vs. ATV Untamed,X360,2007,Racing,70,7.1,E
The Last Remnant,X360,2008,Role-Playing,66,6.9,M
NCAA Football 2005,XB,2004,Sports,89,8.0,E
The Sly Collection,PS3,2010,Platform,85,8.8,E10+
Naruto: Clash of Ninja,GC,2003,Fighting,72,8.1,T
Sniper Elite 3,PS4,2014,Shooter,67,7.1,M
Prince of Persia: The Two Thrones,PS2,2005,Action,85,8.5,M
Hot Shots Golf: Open Tee 2,PSP,2007,Sports,82,8.6,E
Iron Man,PS3,2008,Action,42,6.2,T
FIFA Soccer 06,XB,2005,Sports,80,7.5,E
Fight Night 2004,XB,2004,Fighting,85,8.7,T
.hack//Mutation Part 2,PS2,2002,Role-Playing,76,8.9,T
Wolfenstein: The New Order,XOne,2014,Shooter,79,7.8,M
Cars: Mater-National Championship,DS,2007,Racing,69,6.8,E
Kirby's Dream Collection: Special Edition,Wii,2012,Action,82,8.8,E10+
Return to Castle Wolfenstein: Tides of War,XB,2003,Shooter,84,8.8,M
RIFT,PC,2011,Role-Playing,84,7.3,T
Spider-Man 3,PS3,2007,Platform,60,7.0,T
Mass Effect,PC,2008,Role-Playing,89,8.6,M
The Evil Within,XOne,2014,Action,79,7.3,M
Armored Core 3,PS2,2002,Simulation,74,9.0,T
Star Wars: Republic Commando,XB,2005,Shooter,78,8.9,T
The LEGO Movie Videogame,PS4,2014,Action,71,7.1,E10+
Turok,PS3,2008,Action,67,6.0,M
Terraria,X360,2013,Action,81,7.2,T
Red Steel,Wii,2006,Shooter,63,6.8,T
Unreal Tournament III,PS3,2007,Shooter,86,7.7,M
Fossil Fighters: Champions,DS,2010,Role-Playing,68,7.1,E
The Sims 3,DS,2010,Simulation,73,6.4,E
NFL Street,XB,2004,Sports,81,8.8,E
Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,77,7.2,E10+
Bakugan: Battle Brawlers,Wii,2009,Action,62,7.2,E
Blazing Angels: Squadrons of WWII,PS3,2006,Simulation,67,6.9,T
WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,78,8.1,T
F1 2015,PS4,2015,Racing,65,6.3,E
Tony Hawk's Proving Ground,PS2,2007,Sports,65,6.6,T
The Darkness,PS3,2007,Shooter,80,7.7,M
MLB 2004,PS2,2003,Sports,61,7.9,E
Darkstone,PS,2001,Role-Playing,58,8.3,T
NCAA March Madness 2003,PS2,2002,Sports,74,8.0,E
Thrillville,PS2,2006,Strategy,69,2.9,E10+
Castlevania: Lords of Shadow,X360,2010,Action,83,7.8,M
NHL 10,X360,2009,Sports,88,8.4,E10+
Street Fighter Anniversary Collection,PS2,2004,Fighting,78,8.7,T
NHL 13,X360,2012,Sports,83,6.6,E10+
Napoleon: Total War,PC,2010,Strategy,81,7.9,T
Rayman Legends,WiiU,2013,Platform,92,8.7,E10+
The Sims: Bustin' Out,GC,2003,Simulation,81,9.0,T
BioShock Infinite,PC,2013,Shooter,94,8.5,M
Ratatouille,PSP,2007,Action,64,7.1,E
Lollipop Chainsaw,PS3,2012,Action,67,7.1,M
Tom Clancy's EndWar,PS3,2008,Strategy,76,6.6,T
Shrek: Hassle at the Castle,GBA,2002,Action,71,7.4,E
Suikoden IV,PS2,2004,Role-Playing,63,7.3,T
Gods Eater Burst,PSP,2010,Action,71,7.9,T
Fist of the North Star: Ken's Rage,PS3,2010,Action,60,6.9,M
One Piece: Pirate Warriors 2,PS3,2013,Action,71,7.8,T
Brothers In Arms: Road to Hill 30,XB,2005,Shooter,88,8.0,M
LEGO Jurassic World,XOne,2015,Action,70,6.7,E10+
Kung Fu Panda,PS2,2008,Action,73,8.6,E10+
Freedom Wars,PSV,2014,Role-Playing,73,8.3,T
Shaun White Snowboarding,PS3,2008,Sports,63,6.3,T
Radiata Stories,PS2,2005,Role-Playing,74,9.0,T
F-Zero GX,GC,2003,Racing,89,8.5,T
Disney's Chicken Little,PS2,2005,Platform,60,8.9,E10+
Scene It? Box Office Smash,X360,2008,Misc,76,7.4,T
Yoshi Topsy-Turvy,GBA,2004,Platform,60,6.6,E
Monster Jam: Maximum Destruction,PS2,2002,Racing,47,6.0,T
Tiger Woods PGA Tour 09,PS3,2008,Sports,82,7.2,E
Mortal Kombat,PSV,2012,Fighting,85,7.8,M
Tiger Woods PGA Tour 09,X360,2008,Sports,84,7.8,E
Advance Wars 2: Black Hole Rising,GBA,2003,Strategy,89,9.4,E
Wario: Master of Disguise,DS,2007,Platform,60,7.4,E10+
The Last Story,Wii,2011,Role-Playing,80,8.4,T
Drakengard,PS2,2003,Role-Playing,63,9.1,M
Champions: Return to Arms,PS2,2005,Role-Playing,77,8.8,T
Harry Potter and the Goblet of Fire,PS2,2005,Action,68,6.7,E10+
Tiger Woods PGA Tour 10,X360,2009,Sports,80,6.9,E
007: Quantum of Solace,Wii,2008,Action,54,7.5,T
Farming Simulator 17,PC,2016,Simulation,64,8.0,E
Borderlands 2,PSV,2014,Shooter,64,7.6,M
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,67,6.6,E
Assassin's Creed IV: Black Flag,PC,2013,Action,84,7.7,M
Need For Speed: Undercover,Wii,2008,Racing,54,6.2,T
Spyro: A Hero's Tail,PS2,2004,Platform,60,8.0,E
Crash: Twinsanity,PS2,2004,Platform,64,8.0,E
The LEGO Movie Videogame,WiiU,2014,Action,68,7.7,E10+
Max Payne 2: The Fall of Max Payne,XB,2003,Shooter,84,8.4,M
Drawn to Life: The Next Chapter,DS,2009,Puzzle,72,7.7,E
GoldenEye: Rogue Agent,PS2,2004,Shooter,60,7.0,T
WWE 2K15,X360,2014,Sports,50,4.0,T
Star Ocean: First Departure,PSP,2007,Role-Playing,74,7.4,T
James Bond 007: Everything or Nothing,XB,2004,Shooter,83,7.4,T
X2: Wolverine's Revenge,PS2,2003,Platform,58,7.2,T
NBA Live 06,XB,2005,Sports,79,6.4,E
Rayman 3D,3DS,2011,Platform,61,6.6,E
Football Manager 2014,PC,2013,Sports,85,5.5,E
TimeSplitters 2,XB,2002,Shooter,88,7.7,T
Onimusha: Dawn of Dreams,PS2,2006,Action,81,8.9,M
Sengoku Basara: Samurai Heroes,PS3,2010,Action,61,7.9,T
Stuntman: Ignition,X360,2007,Racing,75,7.3,T
Real Heroes: Firefighter,Wii,2009,Action,67,8.2,E10+
Dishonored 2,PS4,2016,Action,88,7.7,M
The Crew,XOne,2014,Racing,64,5.9,T
Dragon Ball: Raging Blast 2,X360,2010,Fighting,57,7.4,T
NHL 13,PS3,2012,Sports,84,6.8,E10+
Dead or Alive 5,PS3,2012,Fighting,74,7.7,M
Evolve,XOne,2015,Shooter,74,5.1,M
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,63,5.7,E
Lost Planet: Extreme Condition,PS3,2008,Shooter,67,7.0,T
X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,82,7.3,T
LEGO Star Wars II: The Original Trilogy,X360,2006,Action,81,8.0,E10+
Rock Band 3,Wii,2010,Misc,91,6.9,T
Dragon Age II,PC,2011,Action,82,4.5,M
Tony Hawk's Pro Skater 2x,XB,2001,Sports,78,8.8,T
NBA Live 08,PS3,2007,Sports,73,6.8,E
FIFA Soccer 2003,XB,2002,Sports,88,7.7,E
The Lord of the Rings: Conquest,X360,2009,Action,55,7.0,T
Far Cry 4,PC,2014,Shooter,80,6.7,M
NASCAR 06: Total Team Control,PS2,2005,Racing,78,7.7,E
Iron Man,PSP,2008,Action,44,6.5,T
White Knight Chronicles II,PS3,2010,Role-Playing,60,7.1,T
Juiced 2: Hot Import Nights,X360,2007,Racing,68,7.6,T
Wolfenstein,PS3,2009,Shooter,71,7.4,M
The Walking Dead: Survival Instinct,X360,2013,Shooter,32,4.0,M
The Sims 3: Generations,PC,2011,Simulation,70,3.6,T
Ape Escape 2,PS2,2002,Platform,82,8.4,E
Sega Rally Revo,PS3,2007,Racing,75,7.0,E
Shin Megami Tensei: Persona 3 FES,PS2,2007,Role-Playing,89,8.3,M
FIFA Soccer 2002,PS2,2001,Sports,82,5.8,E
Angry Birds Trilogy,3DS,2012,Action,62,4.6,E
Condemned 2: Bloodshot,X360,2008,Action,80,8.4,M
Okami,PS2,2006,Action,93,9.3,T
Shin Megami Tensei: Persona 3 Portable,PSP,2009,Role-Playing,89,8.3,M
NHL 2001,PS,2000,Sports,88,7.7,E
Crysis 3,PC,2013,Shooter,76,6.5,M
Buzz Lightyear of Star Command,PS,2000,Platform,54,5.3,E
NHL 16,PS4,2015,Sports,78,5.5,E10+
Tony Hawk's Project 8,PS3,2006,Sports,76,7.2,T
Ghostbusters: The Video Game,X360,2009,Action,79,8.5,T
XCOM: Enemy Unknown,X360,2012,Strategy,90,8.3,M
Tony Hawk's American Wasteland,XB,2005,Sports,77,7.7,T
Wild ARMs 3,PS2,2002,Role-Playing,78,8.4,T
Madden NFL 07,GC,2006,Sports,82,9.2,E
Tiger Woods PGA Tour 2004,XB,2003,Sports,89,8.2,E
Tak 2: The Staff of Dreams,PS2,2004,Platform,71,8.0,E
Just Dance 3,PS3,2011,Misc,75,6.0,E10+
LEGO Pirates of the Caribbean: The Video Game,3DS,2011,Action,71,7.3,E10+
Donkey Kong Barrel Blast,Wii,2007,Racing,46,6.8,E
Viewtiful Joe,GC,2003,Action,93,8.3,T
The Urbz: Sims in the City,GBA,2004,Simulation,72,9.2,E
Guitar Hero: Metallica,PS3,2009,Misc,86,8.0,T
Strike Force Bowling,PS2,2004,Sports,48,6.8,E
Red Steel 2,Wii,2010,Shooter,80,8.6,T
XGRA: Extreme G-Racing Association,PS2,2004,Racing,68,8.6,T
Mafia III,XOne,2016,Action,67,4.6,M
Prince of Persia: The Forgotten Sands,X360,2010,Action,74,7.8,T
Warriors Orochi 3,PS3,2011,Action,70,7.9,T
DJ Hero 2,Wii,2010,Misc,88,7.5,T
Tiger Woods PGA Tour 12: The Masters,X360,2011,Sports,80,6.1,E
Wall-E,X360,2008,Platform,50,6.3,E
Harry Potter and the Half-Blood Prince,DS,2009,Action,48,4.3,E
NieR,PS3,2010,Role-Playing,68,8.4,M
2014 FIFA World Cup Brazil,PS3,2014,Sports,73,4.3,E
NBA 2K9,PS3,2008,Sports,82,7.0,E
NFL Fever 2003,XB,2002,Sports,72,8.6,E
Samurai Warriors 2,PS2,2006,Action,58,8.8,T
Wet,PS3,2009,Shooter,70,6.4,M
Cooking Mama 4: Kitchen Magic!,3DS,2011,Simulation,56,6.0,E
Scribblenauts: Unlimited,3DS,2012,Action,73,7.4,E10+
Fire Emblem: Shadow Dragon,DS,2008,Role-Playing,81,7.0,E10+
Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,75,7.6,E10+
Metroid Prime: Trilogy,Wii,2009,Shooter,91,9.3,T
Robotech: Battlecry,PS2,2002,Shooter,72,8.5,T
Disney Universe,PS3,2011,Action,70,6.9,E10+
Jak and Daxter: The Lost Frontier,PSP,2009,Platform,71,6.3,E10+
Texas Hold 'Em Poker,GBA,2004,Misc,49,6.8,E
Time Crisis 3,PS2,2003,Shooter,81,8.1,T
Vanquish,PS3,2010,Shooter,84,8.1,M
Tearaway,PSV,2013,Adventure,87,8.9,E
Half-Life 2,XB,2005,Shooter,90,8.6,M
Tony Hawk: RIDE,X360,2009,Sports,46,3.0,E10+
Borderlands: The Pre-Sequel,PS3,2014,Shooter,77,6.3,M
Major League Baseball 2K8,X360,2008,Sports,70,5.9,E
Sacred 2: Fallen Angel,PS3,2009,Role-Playing,70,7.1,M
pro evolution soccer 2011,X360,2010,Sports,79,5.9,E
Major League Baseball 2K9,X360,2009,Sports,64,5.3,E
Final Fantasy IV Advance,GBA,2005,Role-Playing,85,7.3,E10+
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,Fighting,58,5.4,T
Harry Potter and the Goblet of Fire,GBA,2005,Action,71,6.0,E
Dragon Ball Z: Buu's Fury,GBA,2004,Action,62,8.9,E
Spider-Man: Mysterio's Menace,GBA,2001,Action,84,8.7,E
MySims Racing,DS,2009,Racing,67,7.3,E
Naruto: Ultimate Ninja,PS2,2003,Fighting,75,7.7,T
Pac-Man Party,Wii,2010,Misc,59,5.9,E10+
Tony Hawk's Underground,GBA,2003,Sports,86,7.7,E
Shadow The Hedgehog,PS2,2005,Platform,45,6.0,E10+
Wave Race: Blue Storm,GC,2001,Racing,80,8.3,E
Aliens: Colonial Marines,PS3,2013,Shooter,43,3.6,M
Backyard Wrestling: Don't Try This at Home,PS2,2003,Fighting,51,7.8,M
Yakuza: Dead Souls,PS3,2011,Shooter,64,7.4,M
Fight Night Round 2,XB,2005,Fighting,88,8.8,T
Dead Island: Riptide,PS3,2013,Action,62,5.9,M
Kinect Sports Rivals,XOne,2014,Sports,60,5.1,E10+
NBA 2K8,PS2,2007,Sports,72,6.0,E
Dynasty Warriors 8,PS3,2013,Action,68,8.5,T
Disney Infinity,WiiU,2013,Action,71,7.6,E10+
Secret Agent Clank,PS2,2009,Platform,61,6.7,E10+
Call of Juarez: Bound in Blood,X360,2009,Shooter,77,7.6,M
Fighters Uncaged,X360,2010,Fighting,32,4.6,T
Rayman Arena,PS2,2001,Racing,63,8.6,E
Jaws Unleashed,PS2,2006,Action,52,7.5,M
Half-Life,PS2,2001,Shooter,87,8.6,M
Split/Second,X360,2010,Racing,82,8.1,E10+
The Golden Compass,DS,2007,Action,43,4.9,E10+
Muramasa: The Demon Blade,Wii,2009,Role-Playing,81,8.7,T
Okami,Wii,2008,Action,90,8.9,T
LEGO The Hobbit,PS4,2014,Action,72,6.6,E10+
WWE 2K17,PS4,2016,Sports,69,6.9,T
Just Dance 2014,WiiU,2013,Misc,72,7.6,E10+
NHL 15,PS4,2014,Sports,60,3.6,E10+
Total War: Shogun 2,PC,2011,Strategy,90,8.3,T
SimCity DS,DS,2007,Simulation,69,6.3,E
Hot Wheels: Stunt Track Challenge,PS2,2004,Racing,62,8.1,E
Monopoly,X360,2008,Misc,56,5.8,E
Tony Hawk: RIDE,PS3,2009,Sports,44,2.1,E10+
Medal of Honor: Frontline,GC,2002,Shooter,80,7.9,T
Dead Space,PC,2008,Action,86,8.0,M
NHL 11,PS3,2010,Sports,88,7.1,E10+
Yakuza 5,PS3,2012,Action,83,8.5,M
2002 FIFA World Cup,PS2,2002,Sports,73,5.6,E
MVP Baseball 2004,XB,2004,Sports,90,8.5,E
Crash Bandicoot: The Wrath of Cortex,GC,2002,Platform,62,7.3,E
WWE 2K16,XOne,2015,Sports,72,5.7,T
Assassin's Creed: Brotherhood,PC,2011,Action,88,8.2,M
Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,73,7.8,M
Silent Hill: Shattered Memories,PS2,2010,Action,77,6.8,M
Blur,X360,2010,Racing,82,8.3,E10+
Asphalt: Urban GT,DS,2004,Racing,60,7.5,E
Mega Man Anniversary Collection,PS2,2004,Platform,81,9.0,E
Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,66,5.9,M
Harvest Moon: Friends of Mineral Town,GBA,2003,Simulation,81,9.6,E
Naruto: The Broken Bond,X360,2008,Action,80,7.8,T
WarioWare D.I.Y.,DS,2009,Misc,82,8.7,E
Iron Man,Wii,2008,Action,44,7.0,T
The Fight: Lights Out,PS3,2010,Fighting,48,7.5,T
Mega Man X7,PS2,2003,Action,58,5.1,E
Deus Ex: Human Revolution,PC,2011,Shooter,90,8.5,M
Final Fantasy Anniversary Edition,PSP,2007,Role-Playing,67,7.7,E10+
SoulCalibur V,X360,2012,Fighting,77,6.2,T
Romancing SaGa,PS2,2005,Role-Playing,58,8.0,E10+
Lost: Via Domus,X360,2008,Action,55,6.4,T
Top Spin 3,Wii,2008,Action,68,5.7,E
Game Party in Motion,X360,2010,Misc,33,3.7,E
The Lord of the Rings: The Third Age,PS2,2004,Role-Playing,73,8.2,T
Call of Duty: Black Ops,DS,2010,Shooter,74,6.0,T
NCAA Football 09,PS3,2008,Sports,81,7.3,E
MLB 11: The Show,PS3,2011,Sports,90,7.8,E
Kinect Rush: A Disney Pixar Adventure,X360,2012,Adventure,68,5.1,E
Skylanders SWAP Force,WiiU,2013,Platform,89,6.0,E10+
Terminator 3: Rise of the Machines,PS2,2003,Action,38,6.3,T
Guitar Hero: Smash Hits,Wii,2009,Misc,74,7.7,T
Tom Clancy's HAWX,X360,2009,Action,73,7.3,T
Alice: Madness Returns,PS3,2011,Adventure,70,7.9,M
Shin Megami Tensei IV,3DS,2013,Role-Playing,83,8.3,M
NBA 2K7,X360,2006,Sports,84,7.8,E
NHL 12,PS3,2011,Sports,86,7.5,E10+
Unreal Tournament,PS2,2000,Shooter,77,6.8,M
Digimon World 2,PS,2000,Role-Playing,42,7.6,E
Prince of Persia: The Two Thrones,XB,2005,Action,85,8.4,M
JoJo's Bizarre Adventure: All Star Battle,PS3,2013,Fighting,71,8.3,T
Contra: Shattered Soldier,PS2,2002,Shooter,78,6.6,T
Final Fantasy: The 4 Heroes of Light,DS,2009,Role-Playing,71,7.1,E10+
Rayman Legends,PS3,2013,Platform,91,8.7,E10+
FIFA Soccer,PSV,2012,Sports,79,7.2,E
Tenchu 2: Birth of the Stealth Assassins,PS,2000,Action,77,8.7,M
Tony Hawk's Pro Skater 4,GC,2002,Sports,91,8.6,T
Naruto: Uzumaki Chronicles 2,PS2,2006,Action,52,6.9,T
NHL 06,PS2,2005,Sports,78,8.5,E10+
Skate it,Wii,2008,Sports,70,8.4,E
Phineas and Ferb: Across the 2nd Dimension,Wii,2011,Action,76,8.3,E10+
Far Cry Instincts,XB,2005,Shooter,85,5.7,M
Tony Hawk's Pro Skater 4,GBA,2002,Sports,85,8.8,E
ATV Offroad Fury: Blazin' Trails,PSP,2005,Racing,63,7.8,E
Tales of the Abyss,PS2,2005,Role-Playing,78,8.4,T
Payday 2,X360,2013,Shooter,75,6.3,M
Blacksite: Area 51,X360,2007,Shooter,62,6.1,T
Spyro Orange: The Cortex Conspiracy,GBA,2004,Action,60,7.0,E
XCOM: Enemy Unknown,PS3,2012,Strategy,89,8.2,M
Skylanders: Spyro's Adventure,3DS,2011,Action,82,4.9,E10+
The Sims 3: World Adventures,PC,2009,Simulation,81,8.0,T
Madden NFL 06,GC,2005,Sports,86,8.5,E
Titanfall 2,XOne,2016,Shooter,87,8.0,M
BlazBlue: Calamity Trigger,PS3,2009,Fighting,87,8.4,T
Iron Man,X360,2008,Action,45,5.9,T
Naruto: Ultimate Ninja 2,PS2,2004,Fighting,73,7.9,T
NHL 10,PS3,2009,Sports,88,7.9,E10+
Rock Band 3,PS3,2010,Misc,91,8.0,T
